end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,correlation_ids_0,received_at,uplink_message.session_key_id,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload,uplink_message.decoded_payload.bytes_0,uplink_message.decoded_payload.bytes_1,uplink_message.decoded_payload.bytes_2,uplink_message.decoded_payload.bytes_3,uplink_message.decoded_payload.bytes_4,uplink_message.decoded_payload.bytes_5,uplink_message.decoded_payload.bytes_6,uplink_message.decoded_payload.bytes_7,uplink_message.decoded_payload.bytes_8,uplink_message.decoded_payload.bytes_9,uplink_message.decoded_payload.bytes_10,uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.snr,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.channel_index,uplink_message.rx_metadata_0.received_at,uplink_message.rx_metadata_1.gateway_ids.gateway_id,uplink_message.rx_metadata_1.gateway_ids.eui,uplink_message.rx_metadata_1.time,uplink_message.rx_metadata_1.timestamp,uplink_message.rx_metadata_1.rssi,uplink_message.rx_metadata_1.channel_rssi,uplink_message.rx_metadata_1.snr,uplink_message.rx_metadata_1.location.latitude,uplink_message.rx_metadata_1.location.longitude,uplink_message.rx_metadata_1.location.altitude,uplink_message.rx_metadata_1.location.source,uplink_message.rx_metadata_1.uplink_token,uplink_message.rx_metadata_1.channel_index,uplink_message.rx_metadata_1.received_at,uplink_message.rx_metadata_2.gateway_ids.gateway_id,uplink_message.rx_metadata_2.gateway_ids.eui,uplink_message.rx_metadata_2.time,uplink_message.rx_metadata_2.timestamp,uplink_message.rx_metadata_2.rssi,uplink_message.rx_metadata_2.channel_rssi,uplink_message.rx_metadata_2.snr,uplink_message.rx_metadata_2.location.latitude,uplink_message.rx_metadata_2.location.longitude,uplink_message.rx_metadata_2.location.altitude,uplink_message.rx_metadata_2.location.source,uplink_message.rx_metadata_2.uplink_token,uplink_message.rx_metadata_2.channel_index,uplink_message.rx_metadata_2.received_at,uplink_message.rx_metadata_3.gateway_ids.gateway_id,uplink_message.rx_metadata_3.gateway_ids.eui,uplink_message.rx_metadata_3.time,uplink_message.rx_metadata_3.timestamp,uplink_message.rx_metadata_3.rssi,uplink_message.rx_metadata_3.channel_rssi,uplink_message.rx_metadata_3.snr,uplink_message.rx_metadata_3.location.latitude,uplink_message.rx_metadata_3.location.longitude,uplink_message.rx_metadata_3.location.altitude,uplink_message.rx_metadata_3.location.source,uplink_message.rx_metadata_3.uplink_token,uplink_message.rx_metadata_3.channel_index,uplink_message.rx_metadata_3.received_at,uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.received_at,uplink_message.consumed_airtime,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address,uplink_message.packet_error_rate,uplink_message.rx_metadata_4.gateway_ids.gateway_id,uplink_message.rx_metadata_4.gateway_ids.eui,uplink_message.rx_metadata_4.time,uplink_message.rx_metadata_4.timestamp,uplink_message.rx_metadata_4.rssi,uplink_message.rx_metadata_4.channel_rssi,uplink_message.rx_metadata_4.snr,uplink_message.rx_metadata_4.location.latitude,uplink_message.rx_metadata_4.location.longitude,uplink_message.rx_metadata_4.location.altitude,uplink_message.rx_metadata_4.location.source,uplink_message.rx_metadata_4.uplink_token,uplink_message.rx_metadata_4.channel_index,uplink_message.rx_metadata_4.received_at
11,0,11,0,11,386,386,11,2,12197,249,13,2,0,0,3,218,8,201,0,29,16,2,2,386,984422789,-109,-109,2.5,38.3846865837538,-0.513212937943281,20,0,386,1,386,3,3,378,3266749065,-107,-107,3.75,38.385917659159134,-0.5170252919197084,20,0,378,1,378,3,3,336,967914307,-81,-81,10.25,38.3833301416072,-0.512394097936542,8,0,336,1,336,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,4,984422789,386,386,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,387,387,2,85,2225,2,3,123,0,0,0,0,0,0,0,0,0,2,2,387,1094995629,-103,-103,8,38.3846865837538,-0.513212937943281,20,0,387,1,387,0,0,379,3377509388,-90,-90,7,38.38418726539637,-0.5101910233497621,10,0,379,1,379,2,2,337,3377322049,-115,-115,-4,38.385917659159134,-0.5170252919197084,20,0,337,1,337,0,0,114,1078487355,-104,-104,6.25,38.3833301416072,-0.512394097936542,8,0,114,1,114,125000,7,0,4,1094995629,387,387,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,388,388,3,85,2500,2,3,123,0,0,0,0,0,0,0,0,0,2,2,388,1100460093,-99,-99,6.25,38.3846865837538,-0.513212937943281,20,0,388,2,388,0,0,380,3382973853,-93,-93,0.5,38.38418726539637,-0.5101910233497621,10,0,380,2,380,2,2,338,3382786513,-110,-110,-4.5,38.385917659159134,-0.5170252919197084,20,0,338,2,338,0,0,115,1083951819,-103,-103,6.25,38.3833301416072,-0.512394097936542,8,0,115,2,115,125000,7,0,0,1100460093,388,388,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,389,389,13,2,12199,250,12,254,0,0,7,137,8,25,1,17,16,2,2,389,1162218981,-96,-96,6.75,38.3846865837538,-0.513212937943281,20,0,389,5,389,3,3,381,3444545482,-94,-94,6.5,38.385917659159134,-0.5170252919197084,20,0,381,5,381,3,3,339,1145710828,-96,-96,2.25,38.3833301416072,-0.512394097936542,8,0,339,5,339,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,1162218981,389,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,390,390,14,2,11337,251,13,23,0,0,6,106,9,165,0,130,16,3,3,390,2124829750,-86,-86,6.5,38.38473180809575,-0.5102983117103578,10,0,390,4,390,4,4,382,1151056892,-101,-101,7.5,38.3833301416072,-0.512394097936542,8,0,382,4,382,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,2124829750,390,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,391,391,6,85,2232,2,3,123,0,0,0,0,0,0,0,0,0,1,1,391,3597669292,-94,-94,1.75,38.38418726539637,-0.5101910233497621,10,0,391,1,391,3,3,383,3597481977,-113,-113,-0.5,38.385917659159134,-0.5170252919197084,20,0,383,1,383,0,0,340,1315155272,-98,-98,7.5,38.3846865837538,-0.513212937943281,20,0,340,1,340,0,0,116,1298647395,-105,-105,4.5,38.3833301416072,-0.512394097936542,8,0,116,1,116,125000,7,0,4,3597669292,391,391,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,392,392,0,2,11336,208,13,54,0,0,0,0,0,0,0,0,16,3,3,392,2396252094,-97,-97,-4.25,38.38473180809575,-0.5102983117103578,10,0,392,4,392,0,0,384,3721501299,-89,-89,5.5,38.38418726539637,-0.5101910233497621,10,0,384,4,384,0,0,341,1438987133,-70,-70,8.25,38.3846865837538,-0.513212937943281,20,0,341,4,341,2,2,117,3721314000,-99,-99,6.25,38.385917659159134,-0.5170252919197084,20,0,117,4,117,125000,7,0,3,2396252094,392,392,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1422479484,-91,-91,10,38.3833301416072,-0.512394097936542,8,1,8,4,8
1,0,1,0,1,393,393,1,2,12197,252,13,27,0,0,9,130,9,81,2,6,16,0,0,393,3845165480,-113,-113,-2.5,38.385917659159134,-0.5170252919197084,20,0,393,7,393,0,0,385,3845352763,-99,-99,-4.5,38.38418726539637,-0.5101910233497621,10,0,385,7,385,3,3,342,1546331036,-114,-114,-0.25,38.3833301416072,-0.512394097936542,8,0,342,7,342,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,3845165480,393,393,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,394,394,2,85,2226,2,3,123,0,0,0,0,0,0,0,0,0,2,2,394,1695374253,-99,-99,7.25,38.3846865837538,-0.513212937943281,20,0,394,7,394,0,0,386,3977888702,-86,-86,7.25,38.38418726539637,-0.5101910233497621,10,0,386,7,386,2,2,343,3977701440,-113,-113,-1.75,38.385917659159134,-0.5170252919197084,20,0,343,7,343,0,0,118,1678867060,-107,-107,6,38.3833301416072,-0.512394097936542,8,0,118,7,118,125000,7,0,7,1695374253,394,394,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,395,395,3,85,2501,2,3,123,0,0,0,0,0,0,0,0,0,0,0,395,3983170952,-113,-113,-1.25,38.385917659159134,-0.5170252919197084,20,0,395,7,395,0,0,387,3983358217,-96,-96,2.75,38.38418726539637,-0.5101910233497621,10,0,387,7,387,0,0,344,1700843757,-99,-99,7.25,38.3846865837538,-0.513212937943281,20,0,344,7,344,0,0,119,1684336572,-104,-104,6.5,38.3833301416072,-0.512394097936542,8,0,119,7,119,125000,7,0,7,3983170952,395,395,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,4,396,396,4,2,12200,253,13,5,0,0,10,51,8,115,2,228,16,2,2,396,1794854501,-77,-77,8.5,38.3846865837538,-0.513212937943281,20,0,396,7,396,3,3,388,4077181816,-88,-88,8.25,38.385917659159134,-0.5170252919197084,20,0,388,7,388,3,3,345,1778347492,-83,-83,10,38.3833301416072,-0.512394097936542,8,0,345,7,345,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,1794854501,396,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,397,397,5,2,12271,254,13,13,0,0,2,241,8,156,0,8,16,0,0,397,4150289800,-95,-95,9.5,38.385917659159134,-0.5170252919197084,20,0,397,7,397,2,2,389,1867962385,-78,-78,10,38.3846865837538,-0.513212937943281,20,0,389,7,389,3,3,346,1851455508,-101,-101,9,38.3833301416072,-0.512394097936542,8,0,346,7,346,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,4150289800,397,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,398,398,6,85,2233,2,3,123,0,0,0,0,0,0,0,0,0,0,0,398,4197851400,-111,-111,0,38.385917659159134,-0.5170252919197084,20,0,398,7,398,0,0,390,4198038632,-96,-96,2,38.38418726539637,-0.5101910233497621,10,0,390,7,390,0,0,347,1915523921,-101,-101,8,38.3846865837538,-0.513212937943281,20,0,347,7,347,0,0,120,1899017132,-109,-109,4.5,38.3833301416072,-0.512394097936542,8,0,120,7,120,125000,7,0,7,4197851400,398,398,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,0,7,399,399,7,2,12198,255,13,18,0,0,6,180,9,46,1,139,16,3,3,399,2927145540,-96,-96,-5.75,38.38473180809575,-0.5102983117103578,10,0,399,4,399,2,2,391,1969880113,-103,-103,5.5,38.3846865837538,-0.513212937943281,20,0,391,4,391,2,2,348,4252207664,-107,-107,3.75,38.385917659159134,-0.5170252919197084,20,0,348,4,348,0,0,121,1953373428,-91,-91,8.75,38.3833301416072,-0.512394097936542,8,0,121,4,121,125000,7,0,3,2927145540,399,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,400,400,8,2,12272,256,13,21,0,0,6,239,8,199,0,153,16,0,0,400,4285900959,-99,-99,6.25,38.385917659159134,-0.5170252919197084,20,0,400,2,400,2,2,392,2003573369,-80,-80,7.25,38.3846865837538,-0.513212937943281,20,0,392,2,392,3,3,349,1987066739,-92,-92,7.75,38.3833301416072,-0.512394097936542,8,0,349,2,349,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,4285900959,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,401,401,9,2,12196,257,13,12,0,0,9,252,9,18,4,30,16,2,2,401,2029321697,-85,-85,8.5,38.3846865837538,-0.513212937943281,20,0,401,6,401,3,3,393,16682024,-97,-97,7.75,38.385917659159134,-0.5170252919197084,20,0,393,6,393,3,3,350,2012815116,-91,-91,8.75,38.3833301416072,-0.512394097936542,8,0,350,6,350,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,2029321697,401,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,402,402,10,2,12273,258,13,10,0,0,0,0,8,243,0,0,16,0,0,402,167198319,-103,-103,6.25,38.385917659159134,-0.5170252919197084,20,0,402,1,402,2,2,394,2179837801,-107,-107,5,38.3846865837538,-0.513212937943281,20,0,394,1,394,3,3,351,2163331483,-98,-98,7,38.3833301416072,-0.512394097936542,8,0,351,1,351,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,4,167198319,402,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,403,403,11,2,12198,259,13,6,0,0,3,218,8,201,0,29,16,0,0,403,171700424,-108,-108,5.5,38.385917659159134,-0.5170252919197084,20,0,403,7,403,2,2,395,2184339897,-104,-104,7,38.3846865837538,-0.513212937943281,20,0,395,7,395,3,3,352,2167833596,-81,-81,9.25,38.3833301416072,-0.512394097936542,8,0,352,7,352,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,171700424,403,403,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,404,404,2,85,2227,2,3,123,0,0,0,0,0,0,0,0,0,0,0,404,283120776,-114,-114,-3.5,38.385917659159134,-0.5170252919197084,20,0,404,7,404,2,2,396,2295760109,-103,-103,7.5,38.3846865837538,-0.513212937943281,20,0,396,7,396,5,5,353,283307958,-91,-91,6.75,38.38418726539637,-0.5101910233497621,10,0,353,7,353,0,0,122,2279254004,-105,-105,6,38.3833301416072,-0.512394097936542,8,0,122,7,122,125000,7,0,7,283120776,404,404,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,405,405,3,85,2502,2,3,123,0,0,0,0,0,0,0,0,0,2,2,405,2301208845,-102,-102,8.5,38.3846865837538,-0.513212937943281,20,0,405,0,405,0,0,397,288756701,-97,-97,1.25,38.38418726539637,-0.5101910233497621,10,0,397,0,397,2,2,354,288569519,-114,-114,-3.75,38.385917659159134,-0.5170252919197084,20,0,354,0,354,0,0,123,2284702755,-105,-105,4.75,38.3833301416072,-0.512394097936542,8,0,123,0,123,125000,7,0,6,2301208845,405,405,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,12,0,12,406,406,12,2,12274,260,13,35,0,0,0,0,9,2,0,0,16,2,2,406,2360671509,-110,-110,-3,38.3846865837538,-0.513212937943281,20,0,406,5,406,5,5,19,0,0,0,0,0,0,0,1,19,0,19,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,2360671509,406,406,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,407,407,13,2,12200,261,13,27,0,0,7,138,8,27,1,17,16,0,0,407,349494135,-105,-105,3,38.385917659159134,-0.5170252919197084,20,0,407,2,407,2,2,398,2362133381,-93,-93,7,38.3846865837538,-0.513212937943281,20,0,398,2,398,3,3,355,2345627395,-101,-101,6.25,38.3833301416072,-0.512394097936542,8,0,355,2,355,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,349494135,407,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,408,408,14,2,11338,262,13,16,0,0,6,106,9,167,0,130,16,3,3,408,3324765084,-86,-86,3.25,38.38473180809575,-0.5102983117103578,10,0,408,5,408,4,4,399,2350993348,-96,-96,4,38.3833301416072,-0.512394097936542,8,0,399,5,399,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,3324765084,408,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,409,409,6,85,2234,2,3,123,0,0,0,0,0,0,0,0,0,2,2,409,2515899309,-101,-101,8.75,38.3846865837538,-0.513212937943281,20,0,409,7,409,0,0,400,503447415,-97,-97,2,38.38418726539637,-0.5101910233497621,10,0,400,7,400,2,2,356,503260264,-113,-113,1,38.385917659159134,-0.5170252919197084,20,0,356,7,356,0,0,124,2499393604,-109,-109,5.25,38.3833301416072,-0.512394097936542,8,0,124,7,124,125000,7,0,7,2515899309,409,409,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,410,410,0,2,11337,263,13,50,0,0,0,0,0,0,0,0,16,0,0,410,626287328,-109,-109,-8,38.385917659159134,-0.5170252919197084,20,0,410,5,410,2,2,401,2638926221,-73,-73,7.5,38.3846865837538,-0.513212937943281,20,0,401,5,401,5,5,357,626474463,-87,-87,5.25,38.38418726539637,-0.5101910233497621,10,0,357,5,357,3,3,125,3596192226,-94,-94,-5,38.38473180809575,-0.5102983117103578,10,0,125,5,125,125000,7,0,1,626287328,410,410,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2622420740,-90,-90,4.5,38.3833301416072,-0.512394097936542,8,1,9,5,9
1,0,1,0,1,411,411,1,2,12198,264,13,16,0,0,9,129,9,82,2,6,16,0,0,411,750137351,-114,-114,-5,38.385917659159134,-0.5170252919197084,20,0,411,0,411,0,0,402,750324470,-99,-99,-3.75,38.38418726539637,-0.5101910233497621,10,0,402,0,402,3,3,358,2746270827,-110,-110,-3.25,38.3833301416072,-0.512394097936542,8,0,358,0,358,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,750137351,411,411,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,412,412,2,85,2228,2,3,123,0,0,0,0,0,0,0,0,0,2,2,412,2896133054,-101,-101,7.5,38.3846865837538,-0.513212937943281,20,0,412,4,412,0,0,403,883681597,-86,-86,6.75,38.38418726539637,-0.5101910233497621,10,0,403,4,403,3,3,359,2879628036,-105,-105,6.25,38.3833301416072,-0.512394097936542,8,0,359,4,359,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,2896133054,412,412,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,413,413,3,85,2503,2,3,123,0,0,0,0,0,0,0,0,0,1,1,413,889154973,-93,-93,2.5,38.38418726539637,-0.5101910233497621,10,0,413,5,413,2,2,404,2901606430,-99,-99,4.75,38.3846865837538,-0.513212937943281,20,0,404,5,404,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,889154973,413,413,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,4,414,414,4,2,12201,265,12,252,0,0,10,52,8,116,2,228,16,0,0,414,982152045,-90,-90,8.75,38.385917659159134,-0.5170252919197084,20,0,414,7,414,2,2,405,2994790478,-77,-77,9.25,38.3846865837538,-0.513212937943281,20,0,405,7,405,3,3,360,2978285644,-83,-83,9,38.3833301416072,-0.512394097936542,8,0,360,7,360,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,982152045,414,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,415,415,5,2,12272,266,13,16,0,0,2,241,8,154,0,8,16,0,0,415,1055902597,-93,-93,6.75,38.385917659159134,-0.5170252919197084,20,0,415,5,415,2,2,406,3068540935,-77,-77,7.5,38.3846865837538,-0.513212937943281,20,0,406,5,406,3,3,361,3052036228,-98,-98,5.25,38.3833301416072,-0.512394097936542,8,0,361,5,361,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,1055902597,415,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,416,416,6,85,2235,2,3,123,0,0,0,0,0,0,0,0,0,1,1,416,1103836482,-93,-93,2.25,38.38418726539637,-0.5101910233497621,10,0,416,6,416,2,2,407,3116287695,-101,-101,7.5,38.3846865837538,-0.513212937943281,20,0,407,6,407,3,3,362,3099783076,-105,-105,4.75,38.3833301416072,-0.512394097936542,8,0,362,6,362,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,1103836482,416,416,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,0,7,417,417,7,2,12199,267,13,0,0,0,6,180,9,46,1,139,16,0,0,417,1156868293,-105,-105,-1.25,38.385917659159134,-0.5170252919197084,20,0,417,5,417,1,1,408,4126772970,-95,-95,-6.5,38.38473180809575,-0.5102983117103578,10,0,408,5,408,0,0,363,3169506500,-103,-103,3.25,38.3846865837538,-0.513212937943281,20,0,363,5,363,0,0,126,3153001972,-90,-90,5,38.3833301416072,-0.512394097936542,8,0,126,5,126,125000,7,0,1,1156868293,417,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,418,418,8,2,12273,268,12,248,0,0,6,237,8,199,0,152,16,0,0,418,1190869012,-96,-96,9.25,38.385917659159134,-0.5170252919197084,20,0,418,3,418,2,2,409,3203507180,-69,-69,10.25,38.3846865837538,-0.513212937943281,20,0,409,3,409,3,3,364,3187002715,-91,-91,10.5,38.3833301416072,-0.512394097936542,8,0,364,3,364,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,5,1190869012,418,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,419,419,9,2,12197,269,13,14,0,0,9,251,9,19,4,30,16,0,0,419,1216673261,-96,-96,9,38.385917659159134,-0.5170252919197084,20,0,419,7,419,2,2,410,3229311396,-85,-85,8.5,38.3846865837538,-0.513212937943281,20,0,410,7,410,3,3,365,3212806972,-91,-91,8.25,38.3833301416072,-0.512394097936542,8,0,365,7,365,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,1216673261,419,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,420,420,10,2,12274,270,12,255,0,0,0,0,8,241,0,0,16,2,2,420,3379747340,-105,-105,4,38.3846865837538,-0.513212937943281,20,0,420,6,420,3,3,411,1367109399,-101,-101,5.5,38.385917659159134,-0.5170252919197084,20,0,411,6,411,3,3,366,3363243188,-101,-101,7,38.3833301416072,-0.512394097936542,8,0,366,6,366,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,3379747340,420,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,421,421,11,2,12199,271,13,18,0,0,3,218,8,202,0,29,16,2,2,421,3384257268,-105,-105,5.75,38.3846865837538,-0.513212937943281,20,0,421,0,421,3,3,412,1371619334,-108,-108,4.75,38.385917659159134,-0.5170252919197084,20,0,412,0,412,3,3,367,3367753131,-83,-83,10,38.3833301416072,-0.512394097936542,8,0,367,0,367,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,3384257268,421,421,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,422,422,2,85,2229,2,3,123,0,0,0,0,0,0,0,0,0,1,1,422,1484062630,-91,-91,5,38.38418726539637,-0.5101910233497621,10,0,422,2,422,2,2,413,3496513404,-102,-102,5.25,38.3846865837538,-0.513212937943281,20,0,413,2,413,3,3,368,3480009467,-101,-101,5.75,38.3833301416072,-0.512394097936542,8,0,368,2,368,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,1484062630,422,422,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,423,423,3,85,2504,2,3,123,0,0,0,0,0,0,0,0,0,1,1,423,1489537104,-92,-92,3.5,38.38418726539637,-0.5101910233497621,10,0,423,3,423,2,2,414,3501987868,-103,-103,7.5,38.3846865837538,-0.513212937943281,20,0,414,3,414,2,2,369,1489350086,-111,-111,-3,38.385917659159134,-0.5170252919197084,20,0,369,3,369,0,0,127,3485483939,-109,-109,5,38.3833301416072,-0.512394097936542,8,0,127,3,127,125000,7,0,5,1489537104,423,423,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,12,0,12,424,424,12,2,12275,272,13,28,0,0,0,0,8,253,0,0,16,2,2,424,3560637028,-110,-110,-2.25,38.3846865837538,-0.513212937943281,20,0,424,6,424,4,4,415,3544133212,-109,-109,1.75,38.3833301416072,-0.512394097936542,8,0,415,6,415,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,3560637028,424,424,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,425,425,13,2,12201,273,13,13,0,0,7,137,8,29,1,17,16,0,0,425,1549382839,-93,-93,10,38.385917659159134,-0.5170252919197084,20,0,425,4,425,2,2,416,3562020548,-98,-98,8.75,38.3846865837538,-0.513212937943281,20,0,416,4,416,3,3,370,3545516724,-98,-98,9.5,38.3833301416072,-0.512394097936542,8,0,370,4,370,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,1549382839,425,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
